id,domain,intent,user_query,response,source,split,intent_id,domain_id
179,Healthcare,prescription,How do I view my prescription? (request 36),"If your provider offers online records, sign in to your healthcare account and open the prescription or medication section.",curated_project_dataset,train,21,2
180,E-commerce,damaged_product,I received a broken product (request 47),Please report the issue promptly through your order support or return process and provide clear photos of the damage.,curated_project_dataset,train,10,0
181,Healthcare,medication_information,I want information about my medication (request 64),Please share the medicine name if you want general information. Do not change the prescribed dose without consulting your healthcare professional.,curated_project_dataset,train,19,2
182,Finance,bank_account,What documents are needed to open an account? (request 78),Requirements vary by bank and account type. Check the bank's official documentation for current identity and address requirements.,curated_project_dataset,test,5,1
183,E-commerce,wrong_product,I got the wrong product. What should I do? (request 40),"Keep the item and packaging, then submit an incorrect-item request through your order details.",curated_project_dataset,train,30,0
184,Finance,credit_card,How do I pay my credit card bill? (request 63),"You can usually pay through the issuer's official app, online banking, bank transfer, or another supported payment method.",curated_project_dataset,train,9,1
185,Healthcare,appointment_cancel,How do I cancel my appointment? (request 25),"You can cancel the appointment from your booking details. If cancellation is unavailable online, contact the healthcare provider.",curated_project_dataset,train,2,2
186,Healthcare,appointment_cancel,Can I cancel my appointment today? (request 79),"Yes, if cancellation is allowed by the provider. Please check your appointment details for the applicable cancellation policy.",curated_project_dataset,train,2,2
187,Healthcare,appointment_cancel,How do I cancel my appointment? (request 93),"You can cancel the appointment from your booking details. If cancellation is unavailable online, contact the healthcare provider.",curated_project_dataset,train,2,2
188,Finance,transaction_issue,Can you help me with this? I need help with a bank transaction. Can you guide me?,Please check the transaction status and reference number. Your bank can investigate account-specific transaction issues.,curated_project_dataset,train,27,1
189,E-commerce,payment_failed,Why was my online payment declined? (request 30),"A payment can fail because of incorrect details, bank restrictions, insufficient funds, or security checks. Contact your bank if the problem continues.",curated_project_dataset,train,20,0
190,E-commerce,delivery_time,Do you offer fast delivery? (request 92),"Available delivery speeds depend on the product, seller, location, and shipping options shown at checkout.",curated_project_dataset,train,11,0
